,dataset,model,features,precision,recall,f1,accuracy,params
209,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
210,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
211,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
212,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
213,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
214,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
215,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
216,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
217,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
218,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
219,NL 3,RF,"[ True  True  True  True  True  True  True  True  True  True  True False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False]",1.0,0.55,0.7096774193548387,0.87,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
220,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8571428571428571,0.6,0.7058823529411764,0.89,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
221,NL 3,SQ,"[2 2 1 2 2 2 2 2 1 2 1 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8235294117647058,0.7,0.7567567567567567,0.888,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
222,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 2 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8125,0.65,0.7222222222222223,0.882,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
223,NL 3,SQ,"[2 2 1 2 2 2 2 2 1 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8,0.6,0.6857142857142857,0.887,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
224,NL 3,SQ,"[2 2 2 1 2 2 2 2 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0]",0.75,0.6,0.6666666666666665,0.883,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
225,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0]",0.75,0.6,0.6666666666666665,0.879,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
226,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8,0.6,0.6857142857142857,0.892,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
227,NL 3,SQ,"[2 2 1 1 1 2 1 2 2 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0]",0.75,0.6,0.6666666666666665,0.881,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
228,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 1 2 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8235294117647058,0.7,0.7567567567567567,0.893,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
229,NL 3,SQ,"[2 2 2 2 1 2 2 2 1 2 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8125,0.65,0.7222222222222223,0.89,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
230,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8235294117647058,0.7,0.7567567567567567,0.896,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
231,NL 3,SQ,"[1 1 1 1 1 1 1 1 1 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8125,0.65,0.7222222222222223,0.876,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
232,NL 3,SQ,"[2 2 1 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8,0.6,0.6857142857142857,0.896,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
233,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0]",0.7777777777777778,0.7,0.7368421052631577,0.89,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
234,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8125,0.65,0.7222222222222223,0.881,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
235,NL 3,SQ,"[2 2 1 2 2 2 2 2 2 2 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 1 0 0 0 0 0]",0.75,0.6,0.6666666666666665,0.889,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
236,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8,0.6,0.6857142857142857,0.889,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
237,NL 3,SQ,"[2 2 1 2 2 2 2 2 2 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8,0.6,0.6857142857142857,0.884,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
238,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.7857142857142857,0.55,0.6470588235294117,0.894,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
239,NL 3,SQ,"[2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",0.8,0.6,0.6857142857142857,0.894,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 50, 'n_strel': 10, 'n_redundant': 10}"
240,NL 4,FRI,"[1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.9,0.9473684210526316,0.744887495385465,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
241,NL 4,FRI,"[1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.95,0.9743589743589743,0.743826826935008,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
242,NL 4,FRI,"[1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.95,0.9743589743589743,0.746866092162754,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
243,NL 4,FRI,"[1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.95,0.9743589743589743,0.7458770044701636,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
244,NL 4,FRI,"[1 1 2 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.95,0.9743589743589743,0.7449262836959881,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
245,NL 4,FRI,"[1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.9,0.9473684210526316,0.7458536116803278,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
246,NL 4,FRI,"[1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.95,0.9743589743589743,0.7407819976600322,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
247,NL 4,FRI,"[1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.95,0.9743589743589743,0.7469086340168801,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
248,NL 4,FRI,"[1 1 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.75,0.8571428571428571,0.7449262836959881,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
249,NL 4,FRI,"[1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.7408629164828194,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
250,NL 4,FRI,"[1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.9,0.9473684210526316,0.7428125103200234,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
251,NL 4,FRI,"[1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.9,0.9473684210526316,0.7478295327641487,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
252,NL 4,FRI,"[1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.95,0.9743589743589743,0.7458281798495784,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
253,NL 4,FRI,"[1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.85,0.9189189189189189,0.7377314369914794,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
254,NL 4,FRI,"[1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.9,0.9473684210526316,0.7399157326973939,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
255,NL 4,FRI,"[1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.85,0.9189189189189189,0.7469086340168801,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
256,NL 4,FRI,"[1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.9,0.9473684210526316,0.7469086340168801,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
257,NL 4,FRI,"[1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.85,0.9189189189189189,0.7458770044701636,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
258,NL 4,FRI,"[1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.8,0.888888888888889,0.7449079117561441,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
259,NL 4,FRI,"[1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]",1.0,0.9,0.9473684210526316,0.7449262836959881,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
260,NL 4,ElasticNet,"[ True  True  True  True  True  True  True  True  True  True False False
 False False False False False False False False  True  True False  True
 False  True  True  True  True  True False  True False  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True False  True False False  True False False False  True False  True
 False  True  True  True  True False  True False False False False  True
 False False  True  True False False  True False]",0.2127659574468085,0.5,0.2985074626865672,0.734,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
261,NL 4,ElasticNet,"[ True  True  True  True  True  True  True  True  True  True False False
 False False False False False False False False  True  True False  True
 False  True  True  True  True  True False  True False  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True False  True False False  True False False False  True False  True
 False  True  True  True  True False  True False False False False  True
 False False  True  True False False  True False]",0.2127659574468085,0.5,0.2985074626865672,0.734,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
262,NL 4,ElasticNet,"[ True  True  True  True  True  True  True  True  True  True False False
 False False False False False False False False  True  True False  True
 False  True  True  True  True  True False  True False  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True False  True False False  True False False False  True False  True
 False  True  True  True  True False  True False False False False  True
 False False  True  True False False  True False]",0.2127659574468085,0.5,0.2985074626865672,0.734,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
263,NL 4,ElasticNet,"[ True  True  True  True  True  True  True  True  True  True False False
 False False False False False False False False  True  True False  True
 False  True  True  True  True  True False  True False  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True False  True False False  True False False False  True False  True
 False  True  True  True  True False  True False False False False  True
 False False  True  True False False  True False]",0.2127659574468085,0.5,0.2985074626865672,0.734,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
264,NL 4,ElasticNet,"[ True  True  True  True  True  True  True  True  True  True False False
 False False False False False False False False  True  True False  True
 False  True  True  True  True  True False  True False  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True False  True False False  True False False False  True False  True
 False  True  True  True  True False  True False False False False  True
 False False  True  True False False  True False]",0.2127659574468085,0.5,0.2985074626865672,0.734,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
265,NL 4,ElasticNet,"[ True  True  True  True  True  True  True  True  True  True False False
 False False False False False False False False  True  True False  True
 False  True  True  True  True  True False  True False  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True False  True False False  True False False False  True False  True
 False  True  True  True  True False  True False False False False  True
 False False  True  True False False  True False]",0.2127659574468085,0.5,0.2985074626865672,0.734,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
266,NL 4,ElasticNet,"[ True  True  True  True  True  True  True  True  True  True False False
 False False False False False False False False  True  True False  True
 False  True  True  True  True  True False  True False  True  True  True
  True  True False  True  True  True  True  True  True  True  True  True
  True False  True False False  True False False False  True False  True
 False  True  True  True  True False  True False False False False  True
 False False  True  True False False  True False]",0.2127659574468085,0.5,0.2985074626865672,0.734,"{'n_samples': 1000, 'linear': False, 'random_state': RandomState(MT19937) at 0x7F05A922BE20, 'n_features': 80, 'n_strel': 10, 'n_redundant': 10}"
